"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000024","Merthyr Tydfil","W01001299","Merthyr Tydfil 008A",60000
"W06000024","Merthyr Tydfil","W01001302","Merthyr Tydfil 006B",60000
"W06000024","Merthyr Tydfil","W01001301","Merthyr Tydfil 008C",63000
"W06000024","Merthyr Tydfil","W01001298","Merthyr Tydfil 002D",65055
"W06000024","Merthyr Tydfil","W01001295","Merthyr Tydfil 002A",72275
"W06000024","Merthyr Tydfil","W01001307","Merthyr Tydfil 004C",73725
"W06000024","Merthyr Tydfil","W01001289","Merthyr Tydfil 006A",75000
"W06000024","Merthyr Tydfil","W01001311","Merthyr Tydfil 002F",75000
"W06000024","Merthyr Tydfil","W01001309","Merthyr Tydfil 008E",75000
"W06000024","Merthyr Tydfil","W01001297","Merthyr Tydfil 002C",75500
"W06000024","Merthyr Tydfil","W01001300","Merthyr Tydfil 008B",77475
"W06000024","Merthyr Tydfil","W01001312","Merthyr Tydfil 006E",80000
"W06000024","Merthyr Tydfil","W01001318","Merthyr Tydfil 005D",81000
"W06000024","Merthyr Tydfil","W01001304","Merthyr Tydfil 006D",82000
"W06000024","Merthyr Tydfil","W01001322","Merthyr Tydfil 007E",82250
"W06000024","Merthyr Tydfil","W01001303","Merthyr Tydfil 006C",85000
"W06000024","Merthyr Tydfil","W01001313","Merthyr Tydfil 006F",85000
"W06000024","Merthyr Tydfil","W01001315","Merthyr Tydfil 004D",89500
"W06000024","Merthyr Tydfil","W01001321","Merthyr Tydfil 007D",90000
"W06000024","Merthyr Tydfil","W01001314","Merthyr Tydfil 005A",90500
"W06000024","Merthyr Tydfil","W01001310","Merthyr Tydfil 002E",93000
"W06000024","Merthyr Tydfil","W01001293","Merthyr Tydfil 004B",115000
"W06000024","Merthyr Tydfil","W01001320","Merthyr Tydfil 007C",119500
"W06000024","Merthyr Tydfil","W01001316","Merthyr Tydfil 005B",121250
"W06000024","Merthyr Tydfil","W01001290","Merthyr Tydfil 007A",122000
"W06000024","Merthyr Tydfil","W01001296","Merthyr Tydfil 002B",130000
"W06000024","Merthyr Tydfil","W01001306","Merthyr Tydfil 003D",130000
"W06000024","Merthyr Tydfil","W01001324","Merthyr Tydfil 003E",134975
"W06000024","Merthyr Tydfil","W01001305","Merthyr Tydfil 003C",136500
"W06000024","Merthyr Tydfil","W01001294","Merthyr Tydfil 003B",145250
"W06000024","Merthyr Tydfil","W01001292","Merthyr Tydfil 004A",155000
"W06000024","Merthyr Tydfil","W01001291","Merthyr Tydfil 003A",155000
"W06000024","Merthyr Tydfil","W01001319","Merthyr Tydfil 007B",156750
"W06000024","Merthyr Tydfil","W01001898","Merthyr Tydfil 008F",159250
"W06000024","Merthyr Tydfil","W01001317","Merthyr Tydfil 005C",166000
"W06000024","Merthyr Tydfil","W01001308","Merthyr Tydfil 008D",NA
