"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000013","Bridgend","W01001024","Bridgend 003C",56500
"W06000013","Bridgend","W01000992","Bridgend 001B",58000
"W06000013","Bridgend","W01000978","Bridgend 004B",72000
"W06000013","Bridgend","W01001025","Bridgend 003D",73500
"W06000013","Bridgend","W01001042","Bridgend 004D",74000
"W06000013","Bridgend","W01000993","Bridgend 001C",76750
"W06000013","Bridgend","W01001043","Bridgend 004E",78250
"W06000013","Bridgend","W01001034","Bridgend 003F",82500
"W06000013","Bridgend","W01000995","Bridgend 001E",87500
"W06000013","Bridgend","W01001014","Bridgend 002A",88000
"W06000013","Bridgend","W01000994","Bridgend 001D",90000
"W06000013","Bridgend","W01001022","Bridgend 014B",90000
"W06000013","Bridgend","W01001033","Bridgend 003E",90000
"W06000013","Bridgend","W01001018","Bridgend 002D",92500
"W06000013","Bridgend","W01000975","Bridgend 004A",95000
"W06000013","Bridgend","W01001050","Bridgend 008D",97000
"W06000013","Bridgend","W01001019","Bridgend 005D",97500
"W06000013","Bridgend","W01001015","Bridgend 002B",99950
"W06000013","Bridgend","W01000976","Bridgend 003A",100000
"W06000013","Bridgend","W01001049","Bridgend 008C",110000
"W06000013","Bridgend","W01001021","Bridgend 014A",111200
"W06000013","Bridgend","W01000977","Bridgend 003B",113000
"W06000013","Bridgend","W01001009","Bridgend 004C",113975
"W06000013","Bridgend","W01001012","Bridgend 005A",115000
"W06000013","Bridgend","W01001002","Bridgend 010D",118500
"W06000013","Bridgend","W01001055","Bridgend 007C",118500
"W06000013","Bridgend","W01001035","Bridgend 014E",120000
"W06000013","Bridgend","W01001051","Bridgend 008E",120000
"W06000013","Bridgend","W01001056","Bridgend 007D",120000
"W06000013","Bridgend","W01001057","Bridgend 006B",120000
"W06000013","Bridgend","W01001011","Bridgend 012C",122000
"W06000013","Bridgend","W01000999","Bridgend 010A",122500
"W06000013","Bridgend","W01001023","Bridgend 014C",124000
"W06000013","Bridgend","W01001052","Bridgend 008F",124000
"W06000013","Bridgend","W01001016","Bridgend 005C",125000
"W06000013","Bridgend","W01001026","Bridgend 012D",125000
"W06000013","Bridgend","W01001058","Bridgend 006C",125000
"W06000013","Bridgend","W01001010","Bridgend 012B",126750
"W06000013","Bridgend","W01000979","Bridgend 015A",127000
"W06000013","Bridgend","W01000980","Bridgend 016A",127000
"W06000013","Bridgend","W01000990","Bridgend 017B",127500
"W06000013","Bridgend","W01000987","Bridgend 007B",128750
"W06000013","Bridgend","W01000984","Bridgend 016D",130000
"W06000013","Bridgend","W01000997","Bridgend 012A",130000
"W06000013","Bridgend","W01001020","Bridgend 002E",130500
"W06000013","Bridgend","W01001017","Bridgend 002C",131500
"W06000013","Bridgend","W01000996","Bridgend 008A",132500
"W06000013","Bridgend","W01000983","Bridgend 015B",135000
"W06000013","Bridgend","W01000981","Bridgend 016B",137500
"W06000013","Bridgend","W01001001","Bridgend 010C",137500
"W06000013","Bridgend","W01001048","Bridgend 008B",138725
"W06000013","Bridgend","W01001013","Bridgend 005B",139000
"W06000013","Bridgend","W01001005","Bridgend 009B",141500
"W06000013","Bridgend","W01000974","Bridgend 006A",145000
"W06000013","Bridgend","W01001045","Bridgend 019D",148250
"W06000013","Bridgend","W01001028","Bridgend 014D",148500
"W06000013","Bridgend","W01001038","Bridgend 011C",149000
"W06000013","Bridgend","W01001040","Bridgend 009F",149975
"W06000013","Bridgend","W01000982","Bridgend 016C",150000
"W06000013","Bridgend","W01001007","Bridgend 009D",153000
"W06000013","Bridgend","W01001004","Bridgend 009A",154000
"W06000013","Bridgend","W01000986","Bridgend 007A",155000
"W06000013","Bridgend","W01001006","Bridgend 009C",156750
"W06000013","Bridgend","W01001000","Bridgend 010B",159500
"W06000013","Bridgend","W01001046","Bridgend 018C",165000
"W06000013","Bridgend","W01001044","Bridgend 019C",169950
"W06000013","Bridgend","W01001008","Bridgend 011B",172973
"W06000013","Bridgend","W01001041","Bridgend 013C",175998
"W06000013","Bridgend","W01001037","Bridgend 013B",177000
"W06000013","Bridgend","W01001039","Bridgend 009E",181500
"W06000013","Bridgend","W01001027","Bridgend 017C",182500
"W06000013","Bridgend","W01001921","Bridgend 017H",184500
"W06000013","Bridgend","W01001919","Bridgend 017F",185000
"W06000013","Bridgend","W01000985","Bridgend 015C",194500
"W06000013","Bridgend","W01001032","Bridgend 018B",196000
"W06000013","Bridgend","W01000998","Bridgend 011A",196495
"W06000013","Bridgend","W01001030","Bridgend 019B",208750
"W06000013","Bridgend","W01001920","Bridgend 017G",212000
"W06000013","Bridgend","W01001918","Bridgend 017E",218500
"W06000013","Bridgend","W01001029","Bridgend 019A",222000
"W06000013","Bridgend","W01001003","Bridgend 015D",230000
"W06000013","Bridgend","W01001036","Bridgend 017D",242500
"W06000013","Bridgend","W01001047","Bridgend 018D",246250
"W06000013","Bridgend","W01001031","Bridgend 018A",247500
"W06000013","Bridgend","W01000989","Bridgend 013A",248125
"W06000013","Bridgend","W01001053","Bridgend 018E",255000
"W06000013","Bridgend","W01001054","Bridgend 018F",286000
"W06000013","Bridgend","W01000991","Bridgend 001A",NA
