"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000023","Powys","W01000479","Powys 009B",82500
"W06000023","Powys","W01000504","Powys 021D",88000
"W06000023","Powys","W01000478","Powys 009A",103000
"W06000023","Powys","W01000480","Powys 008A",111000
"W06000023","Powys","W01000505","Powys 021E",114500
"W06000023","Powys","W01000426","Powys 021A",117500
"W06000023","Powys","W01000467","Powys 010D",118500
"W06000023","Powys","W01001899","Powys 021F",121500
"W06000023","Powys","W01000466","Powys 010C",125000
"W06000023","Powys","W01001902","Powys 017G",126500
"W06000023","Powys","W01000431","Powys 014A",127000
"W06000023","Powys","W01000454","Powys 013A",130000
"W06000023","Powys","W01000483","Powys 009C",130000
"W06000023","Powys","W01000496","Powys 021B",132000
"W06000023","Powys","W01000487","Powys 012E",133500
"W06000023","Powys","W01000473","Powys 004C",134000
"W06000023","Powys","W01000502","Powys 021C",137000
"W06000023","Powys","W01000455","Powys 013B",140000
"W06000023","Powys","W01000442","Powys 004A",145000
"W06000023","Powys","W01000501","Powys 003D",146500
"W06000023","Powys","W01000460","Powys 006B",148000
"W06000023","Powys","W01000499","Powys 003B",148750
"W06000023","Powys","W01000482","Powys 008C",149250
"W06000023","Powys","W01000500","Powys 003C",149500
"W06000023","Powys","W01000481","Powys 008B",154000
"W06000023","Powys","W01000427","Powys 011A",157000
"W06000023","Powys","W01000458","Powys 002C",158500
"W06000023","Powys","W01000492","Powys 017D",159000
"W06000023","Powys","W01000459","Powys 014D",159975
"W06000023","Powys","W01000452","Powys 004B",160000
"W06000023","Powys","W01000497","Powys 005D",160000
"W06000023","Powys","W01000461","Powys 001A",161000
"W06000023","Powys","W01000486","Powys 011G",165000
"W06000023","Powys","W01000498","Powys 003A",165000
"W06000023","Powys","W01000489","Powys 017A",169950
"W06000023","Powys","W01000444","Powys 002A",171250
"W06000023","Powys","W01000456","Powys 013C",173500
"W06000023","Powys","W01000449","Powys 011C",174000
"W06000023","Powys","W01000470","Powys 001D",178000
"W06000023","Powys","W01000439","Powys 007B",183500
"W06000023","Powys","W01000472","Powys 012C",183750
"W06000023","Powys","W01000451","Powys 012B",183975
"W06000023","Powys","W01000433","Powys 006A",184000
"W06000023","Powys","W01000432","Powys 014B",185000
"W06000023","Powys","W01000474","Powys 020B",189000
"W06000023","Powys","W01000488","Powys 006C",190000
"W06000023","Powys","W01001901","Powys 017F",190000
"W06000023","Powys","W01000441","Powys 005B",191500
"W06000023","Powys","W01000448","Powys 011B",192475
"W06000023","Powys","W01000443","Powys 015B",198000
"W06000023","Powys","W01000485","Powys 011F",198500
"W06000023","Powys","W01000494","Powys 015E",199000
"W06000023","Powys","W01000453","Powys 010B",199975
"W06000023","Powys","W01000471","Powys 014E",203750
"W06000023","Powys","W01000457","Powys 002B",205000
"W06000023","Powys","W01000428","Powys 005A",208000
"W06000023","Powys","W01000438","Powys 012A",215000
"W06000023","Powys","W01000476","Powys 005C",215000
"W06000023","Powys","W01000447","Powys 007C",220000
"W06000023","Powys","W01001906","Powys 001F",222500
"W06000023","Powys","W01000464","Powys 011D",225000
"W06000023","Powys","W01000477","Powys 012D",235000
"W06000023","Powys","W01001905","Powys 018H",240000
"W06000023","Powys","W01000429","Powys 010A",245000
"W06000023","Powys","W01000434","Powys 007A",245000
"W06000023","Powys","W01000446","Powys 015D",245000
"W06000023","Powys","W01000430","Powys 015A",246000
"W06000023","Powys","W01000450","Powys 014C",247000
"W06000023","Powys","W01001907","Powys 001G",255000
"W06000023","Powys","W01000493","Powys 017E",255000
"W06000023","Powys","W01001904","Powys 018G",258475
"W06000023","Powys","W01000484","Powys 011E",258750
"W06000023","Powys","W01000503","Powys 020C",269950
"W06000023","Powys","W01001897","Powys 020D",270000
"W06000023","Powys","W01000440","Powys 020A",270250
"W06000023","Powys","W01000445","Powys 015C",275000
"W06000023","Powys","W01000475","Powys 001E",277500
"W06000023","Powys","W01000465","Powys 018E",285000
"W06000023","Powys","W01001903","Powys 018F",307475
