"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000011","Swansea","W01000862","Swansea 019A",60000
"W06000011","Swansea","W01000864","Swansea 019C",70000
"W06000011","Swansea","W01000742","Swansea 016A",71750
"W06000011","Swansea","W01000817","Swansea 009A",73500
"W06000011","Swansea","W01000744","Swansea 016B",74000
"W06000011","Swansea","W01000814","Swansea 008E",79750
"W06000011","Swansea","W01000752","Swansea 002C",80000
"W06000011","Swansea","W01000790","Swansea 016F",84000
"W06000011","Swansea","W01000738","Swansea 014A",85000
"W06000011","Swansea","W01000812","Swansea 008C",85000
"W06000011","Swansea","W01000831","Swansea 013D",85000
"W06000011","Swansea","W01000789","Swansea 016E",85500
"W06000011","Swansea","W01000833","Swansea 011C",85975
"W06000011","Swansea","W01000799","Swansea 010D",87000
"W06000011","Swansea","W01000787","Swansea 016C",87500
"W06000011","Swansea","W01000832","Swansea 011B",87500
"W06000011","Swansea","W01000810","Swansea 003D",89250
"W06000011","Swansea","W01000811","Swansea 008B",89500
"W06000011","Swansea","W01000835","Swansea 013E",92000
"W06000011","Swansea","W01000765","Swansea 015C",93250
"W06000011","Swansea","W01000865","Swansea 019D",98498
"W06000011","Swansea","W01000760","Swansea 013A",98975
"W06000011","Swansea","W01000747","Swansea 024A",99500
"W06000011","Swansea","W01000750","Swansea 002A",99950
"W06000011","Swansea","W01001955","Swansea 025F",100000
"W06000011","Swansea","W01000834","Swansea 011D",100000
"W06000011","Swansea","W01000761","Swansea 013B",101000
"W06000011","Swansea","W01000764","Swansea 015B",101500
"W06000011","Swansea","W01000767","Swansea 015E",102000
"W06000011","Swansea","W01000784","Swansea 007A",104500
"W06000011","Swansea","W01000746","Swansea 025C",105000
"W06000011","Swansea","W01000822","Swansea 009F",106000
"W06000011","Swansea","W01000754","Swansea 002E",107500
"W06000011","Swansea","W01000820","Swansea 009D",107500
"W06000011","Swansea","W01000852","Swansea 021D",107500
"W06000011","Swansea","W01000806","Swansea 003A",110000
"W06000011","Swansea","W01000849","Swansea 021A",110000
"W06000011","Swansea","W01000755","Swansea 017A",111500
"W06000011","Swansea","W01000763","Swansea 015A",112250
"W06000011","Swansea","W01000848","Swansea 001D",112500
"W06000011","Swansea","W01000749","Swansea 026A",115000
"W06000011","Swansea","W01000766","Swansea 015D",115000
"W06000011","Swansea","W01000779","Swansea 012D",116000
"W06000011","Swansea","W01000809","Swansea 008A",120000
"W06000011","Swansea","W01000836","Swansea 011E",120000
"W06000011","Swansea","W01000871","Swansea 026B",120000
"W06000011","Swansea","W01000794","Swansea 010A",121000
"W06000011","Swansea","W01000818","Swansea 009B",121000
"W06000011","Swansea","W01000878","Swansea 007F",121000
"W06000011","Swansea","W01000801","Swansea 006D",122000
"W06000011","Swansea","W01000740","Swansea 014C",122250
"W06000011","Swansea","W01000813","Swansea 008D",122500
