"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E08000006","Salford","E01005660","Salford 001B",83500
"E08000006","Salford","E01005662","Salford 004B",85000
"E08000006","Salford","E01005729","Salford 025A",86500
"E08000006","Salford","E01005664","Salford 001D",87500
"E08000006","Salford","E01005708","Salford 002D",90000
"E08000006","Salford","E01005653","Salford 011D",91000
"E08000006","Salford","E01005703","Salford 002A",92000
"E08000006","Salford","E01005639","Salford 029A",94500
"E08000006","Salford","E01005647","Salford 011A",95000
"E08000006","Salford","E01005670","Salford 005A",97500
"E08000006","Salford","E01005707","Salford 003C",98640
"E08000006","Salford","E01005659","Salford 001A",99000
"E08000006","Salford","E01005706","Salford 002C",100000
"E08000006","Salford","E01005704","Salford 002B",100250
"E08000006","Salford","E01005720","Salford 021D",101500
"E08000006","Salford","E01005702","Salford 003A",102000
"E08000006","Salford","E01005719","Salford 021C",103475
"E08000006","Salford","E01005663","Salford 001C",105000
"E08000006","Salford","E01005656","Salford 023B",106500
"E08000006","Salford","E01005638","Salford 027D",107000
"E08000006","Salford","E01005603","Salford 027A",110000
"E08000006","Salford","E01005679","Salford 008D",110000
"E08000006","Salford","E01005731","Salford 025C",110000
"E08000006","Salford","E01032919","Salford 017F",111625
"E08000006","Salford","E01005678","Salford 008C",112000
"E08000006","Salford","E01005661","Salford 004A",114000
"E08000006","Salford","E01005605","Salford 027C",114875
"E08000006","Salford","E01005671","Salford 012A",115000
"E08000006","Salford","E01005686","Salford 006A",115000
"E08000006","Salford","E01005692","Salford 006D",115000
"E08000006","Salford","E01005709","Salford 004C",115000
"E08000006","Salford","E01005602","Salford 026D",116125
"E08000006","Salford","E01005624","Salford 017A",117000
"E08000006","Salford","E01005672","Salford 005B",117000
"E08000006","Salford","E01032914","Salford 028H",118725
"E08000006","Salford","E01005677","Salford 005D",119500
"E08000006","Salford","E01005631","Salford 020A",120000
"E08000006","Salford","E01005652","Salford 011C",120000
"E08000006","Salford","E01005698","Salford 012E",120250
"E08000006","Salford","E01005622","Salford 018A",123250
"E08000006","Salford","E01005613","Salford 016D",125000
"E08000006","Salford","E01005673","Salford 008A",125000
"E08000006","Salford","E01005693","Salford 009D",125000
"E08000006","Salford","E01005689","Salford 009B",125000
"E08000006","Salford","E01005712","Salford 007B",125000
"E08000006","Salford","E01005726","Salford 019B",125000
"E08000006","Salford","E01005722","Salford 021E",126000
"E08000006","Salford","E01005599","Salford 026A",126050
"E08000006","Salford","E01005601","Salford 026C",126500
"E08000006","Salford","E01005616","Salford 030A",127500
"E08000006","Salford","E01005687","Salford 009A",127500
"E08000006","Salford","E01005657","Salford 023C",128000
"E08000006","Salford","E01005680","Salford 017B",128000
"E08000006","Salford","E01032684","Salford 022E",130000
"E08000006","Salford","E01032915","Salford 028I",130000
"E08000006","Salford","E01005688","Salford 006B",132000
"E08000006","Salford","E01005700","Salford 012F",132000
"E08000006","Salford","E01005727","Salford 019C",132250
"E08000006","Salford","E01005725","Salford 019A",132500
"E08000006","Salford","E01005600","Salford 026B",135000
"E08000006","Salford","E01005730","Salford 025B",135988
"E08000006","Salford","E01005628","Salford 018D",136000
"E08000006","Salford","E01005718","Salford 007F",136250
"E08000006","Salford","E01005644","Salford 029F",138000
"E08000006","Salford","E01005732","Salford 025D",138000
"E08000006","Salford","E01005723","Salford 021F",138500
"E08000006","Salford","E01005617","Salford 030B",139000
"E08000006","Salford","E01005621","Salford 030F",139498
"E08000006","Salford","E01005667","Salford 028B",139998
"E08000006","Salford","E01032907","Salford 022H",140000
"E08000006","Salford","E01005641","Salford 029C",140000
"E08000006","Salford","E01005711","Salford 007A",140000
"E08000006","Salford","E01005633","Salford 020C",142000
"E08000006","Salford","E01005640","Salford 029B",142000
"E08000006","Salford","E01005654","Salford 023A",142800
"E08000006","Salford","E01005618","Salford 030C",143000
"E08000006","Salford","E01005611","Salford 016B",145000
"E08000006","Salford","E01005643","Salford 029E",146000
"E08000006","Salford","E01005630","Salford 021B",146750
"E08000006","Salford","E01005683","Salford 017C",151995
"E08000006","Salford","E01032685","Salford 028E",152450
"E08000006","Salford","E01032912","Salford 028G",153000
"E08000006","Salford","E01005604","Salford 027B",153500
"E08000006","Salford","E01005721","Salford 023D",154500
"E08000006","Salford","E01005614","Salford 016E",155000
"E08000006","Salford","E01005674","Salford 012B",155000
"E08000006","Salford","E01005690","Salford 009C",155000
"E08000006","Salford","E01032911","Salford 022J",156000
"E08000006","Salford","E01005645","Salford 029G",158750
"E08000006","Salford","E01005619","Salford 030D",160000
"E08000006","Salford","E01005691","Salford 006C",160000
"E08000006","Salford","E01005642","Salford 029D",161250
"E08000006","Salford","E01005694","Salford 012C",161500
"E08000006","Salford","E01005620","Salford 030E",166000
"E08000006","Salford","E01005627","Salford 015B",166500
"E08000006","Salford","E01005676","Salford 005C",167500
"E08000006","Salford","E01032686","Salford 028F",168000
"E08000006","Salford","E01005625","Salford 015A",170000
"E08000006","Salford","E01005699","Salford 015C",170000
"E08000006","Salford","E01005728","Salford 019D",170500
"E08000006","Salford","E01005736","Salford 013E",171000
"E08000006","Salford","E01005675","Salford 008B",172000
"E08000006","Salford","E01005734","Salford 013C",173750
"E08000006","Salford","E01005623","Salford 018B",174625
"E08000006","Salford","E01005626","Salford 018C",175000
"E08000006","Salford","E01005658","Salford 024B",176995
"E08000006","Salford","E01005646","Salford 010A",179000
"E08000006","Salford","E01005696","Salford 012D",181500
"E08000006","Salford","E01032687","Salford 022F",181750
"E08000006","Salford","E01005609","Salford 016A",183000
"E08000006","Salford","E01005615","Salford 016F",185000
"E08000006","Salford","E01005648","Salford 011B",188000
"E08000006","Salford","E01005713","Salford 007C",188500
"E08000006","Salford","E01005701","Salford 015D",193000
"E08000006","Salford","E01032906","Salford 022G",193750
"E08000006","Salford","E01005714","Salford 007D",193995
"E08000006","Salford","E01005632","Salford 020B",197498
"E08000006","Salford","E01005742","Salford 014F",202000
"E08000006","Salford","E01005705","Salford 003B",204950
"E08000006","Salford","E01005649","Salford 010B",209975
"E08000006","Salford","E01005735","Salford 013D",210000
"E08000006","Salford","E01032909","Salford 022I",212834
"E08000006","Salford","E01005637","Salford 020G",216500
"E08000006","Salford","E01032917","Salford 028J",218317
"E08000006","Salford","E01005629","Salford 021A",222500
"E08000006","Salford","E01005636","Salford 020F",227000
"E08000006","Salford","E01005697","Salford 014B",230000
"E08000006","Salford","E01005695","Salford 014A",250000
"E08000006","Salford","E01005724","Salford 021G",250000
"E08000006","Salford","E01005634","Salford 020D",260000
"E08000006","Salford","E01005716","Salford 013A",260000
"E08000006","Salford","E01005740","Salford 014D",265000
"E08000006","Salford","E01005715","Salford 007E",275000
"E08000006","Salford","E01005733","Salford 019E",277475
"E08000006","Salford","E01005650","Salford 010C",285000
"E08000006","Salford","E01005738","Salford 014C",285000
"E08000006","Salford","E01005739","Salford 013G",290000
"E08000006","Salford","E01005710","Salford 004D",292495
"E08000006","Salford","E01005717","Salford 013B",302500
"E08000006","Salford","E01005737","Salford 013F",302500
"E08000006","Salford","E01005635","Salford 020E",325000
"E08000006","Salford","E01005651","Salford 010D",360000
"E08000006","Salford","E01005741","Salford 014E",398750
"E08000006","Salford","E01005610","Salford 022D",NA
"E08000006","Salford","E01033330","Salford 022K",NA
"E08000006","Salford","E01005612","Salford 016C",NA
"E08000006","Salford","E01005655","Salford 024A",NA
"E08000006","Salford","E01005665","Salford 001E",NA
"E08000006","Salford","E01005682","Salford 024D",NA
"E08000006","Salford","E01005681","Salford 024C",NA
