"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"E09000025","Newham","E01003479","Newham 035A","312500"
"E09000025","Newham","E01003486","Newham 033C",":"
"E09000025","Newham","E01003485","Newham 035C","341500"
"E09000025","Newham","E01003480","Newham 033A","377500"
"E09000025","Newham","E01003481","Newham 035B","322000"
"E09000025","Newham","E01003482","Newham 033B","420000"
"E09000025","Newham","E01003484","Newham 032B","360000"
"E09000025","Newham","E01003483","Newham 032A",":"
"E09000025","Newham","E01003487","Newham 033D",":"
"E09000025","Newham","E01003488","Newham 019A","260000"
"E09000025","Newham","E01003490","Newham 019C",":"
"E09000025","Newham","E01003489","Newham 019B","469995"
"E09000025","Newham","E01003491","Newham 022A",":"
"E09000025","Newham","E01003493","Newham 025B","286500"
"E09000025","Newham","E01003492","Newham 025A","388000"
"E09000025","Newham","E01003494","Newham 025C","372500"
"E09000025","Newham","E01003495","Newham 025D","381500"
"E09000025","Newham","E01003501","Newham 030B","340000"
"E09000025","Newham","E01003502","Newham 030C","325000"
"E09000025","Newham","E01003503","Newham 030D","370000"
"E09000025","Newham","E01003496","Newham 027A","285000"
"E09000025","Newham","E01003498","Newham 027B","240000"
"E09000025","Newham","E01003499","Newham 030A","320000"
"E09000025","Newham","E01003500","Newham 027C","390000"
"E09000025","Newham","E01003497","Newham 034A","435000"
"E09000025","Newham","E01003509","Newham 031C","281250"
"E09000025","Newham","E01003508","Newham 031B","360000"
"E09000025","Newham","E01033585","Newham 034J","435000"
"E09000025","Newham","E01003511","Newham 036A","417500"
"E09000025","Newham","E01003507","Newham 031A","407500"
"E09000025","Newham","E01033584","Newham 034I",":"
"E09000025","Newham","E01003506","Newham 034D",":"
"E09000025","Newham","E01003516","Newham 032C","297000"
"E09000025","Newham","E01003518","Newham 032D","430000"
"E09000025","Newham","E01003513","Newham 035D","320000"
"E09000025","Newham","E01003517","Newham 036E",":"
"E09000025","Newham","E01003514","Newham 036C","292500"
"E09000025","Newham","E01003515","Newham 036D","355000"
"E09000025","Newham","E01003519","Newham 032E",":"
"E09000025","Newham","E01003512","Newham 036B","386000"
"E09000025","Newham","E01003522","Newham 018C","357500"
"E09000025","Newham","E01003524","Newham 019D","315500"
"E09000025","Newham","E01003523","Newham 024A","350000"
"E09000025","Newham","E01003521","Newham 018B","340000"
"E09000025","Newham","E01003525","Newham 018D","390000"
"E09000025","Newham","E01003526","Newham 018E","376000"
"E09000025","Newham","E01003527","Newham 024B","365000"
"E09000025","Newham","E01003520","Newham 018A","427000"
"E09000025","Newham","E01003528","Newham 005A",":"
"E09000025","Newham","E01003529","Newham 010A",":"
"E09000025","Newham","E01003530","Newham 010B",":"
"E09000025","Newham","E01003532","Newham 010D","440000"
"E09000025","Newham","E01003531","Newham 010C","425000"
"E09000025","Newham","E01003533","Newham 011A","323000"
"E09000025","Newham","E01003534","Newham 010E","368000"
"E09000025","Newham","E01003535","Newham 023A","255000"
"E09000025","Newham","E01003542","Newham 024D","364500"
"E09000025","Newham","E01003536","Newham 023B","330000"
"E09000025","Newham","E01003537","Newham 024C","376500"
"E09000025","Newham","E01003538","Newham 029A","277500"
"E09000025","Newham","E01003540","Newham 029C","325000"
"E09000025","Newham","E01003539","Newham 029B","355000"
"E09000025","Newham","E01003541","Newham 029D","340000"
"E09000025","Newham","E01003549","Newham 006C","332000"
"E09000025","Newham","E01003550","Newham 001D","370000"
"E09000025","Newham","E01003545","Newham 006A","447500"
"E09000025","Newham","E01003544","Newham 001B","490000"
"E09000025","Newham","E01003547","Newham 007A","702500"
"E09000025","Newham","E01003543","Newham 001A","576500"
"E09000025","Newham","E01003546","Newham 001C","469070"
"E09000025","Newham","E01003548","Newham 006B","471000"
"E09000025","Newham","E01003556","Newham 008A","500000"
"E09000025","Newham","E01003557","Newham 006D","423000"
"E09000025","Newham","E01003551","Newham 009A","585000"
"E09000025","Newham","E01003553","Newham 009B","320000"
"E09000025","Newham","E01003552","Newham 016A","376000"
"E09000025","Newham","E01003554","Newham 009C","410000"
"E09000025","Newham","E01003555","Newham 007B",":"
"E09000025","Newham","E01003559","Newham 009D","484500"
"E09000025","Newham","E01003558","Newham 008B","520000"
"E09000025","Newham","E01003567","Newham 007D","330000"
"E09000025","Newham","E01003562","Newham 014A","410000"
"E09000025","Newham","E01003565","Newham 014C","425000"
"E09000025","Newham","E01003561","Newham 007C",":"
"E09000025","Newham","E01003560","Newham 011B","439400"
"E09000025","Newham","E01003563","Newham 011C","327500"
"E09000025","Newham","E01003564","Newham 014B","378000"
"E09000025","Newham","E01003566","Newham 014D","400000"
"E09000025","Newham","E01003570","Newham 008C","335750"
"E09000025","Newham","E01003571","Newham 008D","240000"
"E09000025","Newham","E01003574","Newham 017D","415000"
"E09000025","Newham","E01003569","Newham 017B","376000"
