"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"W06000012","Neath Port Talbot","W01000883","Neath Port Talbot 016A","158500"
"W06000012","Neath Port Talbot","W01000885","Neath Port Talbot 017B","88000"
"W06000012","Neath Port Talbot","W01000884","Neath Port Talbot 017A","60750"
"W06000012","Neath Port Talbot","W01000886","Neath Port Talbot 017C","63500"
"W06000012","Neath Port Talbot","W01000887","Neath Port Talbot 005A","120000"
"W06000012","Neath Port Talbot","W01000888","Neath Port Talbot 004A","125000"
"W06000012","Neath Port Talbot","W01000891","Neath Port Talbot 015C","92000"
"W06000012","Neath Port Talbot","W01000892","Neath Port Talbot 015D","155500"
"W06000012","Neath Port Talbot","W01000890","Neath Port Talbot 015B","170000"
"W06000012","Neath Port Talbot","W01000889","Neath Port Talbot 015A","140000"
"W06000012","Neath Port Talbot","W01000893","Neath Port Talbot 003A","94250"
"W06000012","Neath Port Talbot","W01000895","Neath Port Talbot 013B","70000"
"W06000012","Neath Port Talbot","W01000894","Neath Port Talbot 013A","99000"
"W06000012","Neath Port Talbot","W01000897","Neath Port Talbot 013D","77000"
"W06000012","Neath Port Talbot","W01000896","Neath Port Talbot 013C","79500"
"W06000012","Neath Port Talbot","W01000898","Neath Port Talbot 014A","92500"
"W06000012","Neath Port Talbot","W01000901","Neath Port Talbot 014D","101500"
"W06000012","Neath Port Talbot","W01000899","Neath Port Talbot 014B","138750"
"W06000012","Neath Port Talbot","W01000900","Neath Port Talbot 014C","93750"
"W06000012","Neath Port Talbot","W01000902","Neath Port Talbot 006A","170750"
"W06000012","Neath Port Talbot","W01000903","Neath Port Talbot 006B","163000"
"W06000012","Neath Port Talbot","W01000906","Neath Port Talbot 007A","212000"
"W06000012","Neath Port Talbot","W01000905","Neath Port Talbot 006D","116000"
"W06000012","Neath Port Talbot","W01000904","Neath Port Talbot 006C","171500"
"W06000012","Neath Port Talbot","W01000907","Neath Port Talbot 007B","160000"
"W06000012","Neath Port Talbot","W01000908","Neath Port Talbot 006E","180000"
"W06000012","Neath Port Talbot","W01000910","Neath Port Talbot 009B","125000"
"W06000012","Neath Port Talbot","W01000911","Neath Port Talbot 009C","149950"
"W06000012","Neath Port Talbot","W01000909","Neath Port Talbot 009A","116250"
"W06000012","Neath Port Talbot","W01000912","Neath Port Talbot 010A","110000"
"W06000012","Neath Port Talbot","W01000913","Neath Port Talbot 010B","75750"
"W06000012","Neath Port Talbot","W01000914","Neath Port Talbot 010C","108500"
"W06000012","Neath Port Talbot","W01000916","Neath Port Talbot 010E","107500"
"W06000012","Neath Port Talbot","W01000915","Neath Port Talbot 010D","105000"
"W06000012","Neath Port Talbot","W01000917","Neath Port Talbot 010F","180000"
"W06000012","Neath Port Talbot","W01000918","Neath Port Talbot 002A","97500"
"W06000012","Neath Port Talbot","W01000919","Neath Port Talbot 020A","104000"
"W06000012","Neath Port Talbot","W01000921","Neath Port Talbot 011B","61500"
"W06000012","Neath Port Talbot","W01000920","Neath Port Talbot 011A","80000"
"W06000012","Neath Port Talbot","W01000923","Neath Port Talbot 007D","135500"
"W06000012","Neath Port Talbot","W01000922","Neath Port Talbot 007C","105000"
"W06000012","Neath Port Talbot","W01000924","Neath Port Talbot 011C","64950"
"W06000012","Neath Port Talbot","W01000926","Neath Port Talbot 003C","91500"
"W06000012","Neath Port Talbot","W01000925","Neath Port Talbot 003B","110000"
"W06000012","Neath Port Talbot","W01000927","Neath Port Talbot 020B","119000"
"W06000012","Neath Port Talbot","W01000928","Neath Port Talbot 020C","108000"
