"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"W06000022","Newport","W01001601","Newport 006A","135000"
"W06000022","Newport","W01001605","Newport 014A","118000"
"W06000022","Newport","W01001604","Newport 012D","279475"
"W06000022","Newport","W01001602","Newport 012B","256500"
"W06000022","Newport","W01001600","Newport 012A","280750"
"W06000022","Newport","W01001603","Newport 012C","250000"
"W06000022","Newport","W01001610","Newport 015C","132475"
"W06000022","Newport","W01001608","Newport 008B","171250"
"W06000022","Newport","W01001606","Newport 008A","152500"
"W06000022","Newport","W01001609","Newport 015B","154995"
"W06000022","Newport","W01001611","Newport 011A","138000"
"W06000022","Newport","W01001607","Newport 015A","113000"
"W06000022","Newport","W01001616","Newport 005C","145500"
"W06000022","Newport","W01001612","Newport 011B","138500"
"W06000022","Newport","W01001614","Newport 005A","110000"
"W06000022","Newport","W01001615","Newport 005B","138950"
"W06000022","Newport","W01001613","Newport 011C","144500"
"W06000022","Newport","W01001622","Newport 003F","100000"
"W06000022","Newport","W01001620","Newport 003D","150000"
"W06000022","Newport","W01001621","Newport 003E","107500"
"W06000022","Newport","W01001617","Newport 003A","100000"
"W06000022","Newport","W01001619","Newport 003C","110000"
"W06000022","Newport","W01001618","Newport 003B","90000"
"W06000022","Newport","W01001625","Newport 001C","225500"
"W06000022","Newport","W01001627","Newport 001E","205000"
"W06000022","Newport","W01001624","Newport 001B","175000"
"W06000022","Newport","W01001623","Newport 001A","210000"
"W06000022","Newport","W01001628","Newport 001F","126475"
"W06000022","Newport","W01001626","Newport 001D","213750"
"W06000022","Newport","W01001632","Newport 017D","130975"
"W06000022","Newport","W01001631","Newport 017C","144500"
"W06000022","Newport","W01001630","Newport 017B","155975"
"W06000022","Newport","W01001633","Newport 019A","113375"
"W06000022","Newport","W01001634","Newport 019B","114975"
"W06000022","Newport","W01001629","Newport 017A","192000"
"W06000022","Newport","W01001636","Newport 020A","231475"
"W06000022","Newport","W01001635","Newport 016A","228000"
"W06000022","Newport","W01001638","Newport 016C","228500"
"W06000022","Newport","W01001637","Newport 016B","175000"
"W06000022","Newport","W01001641","Newport 004C","404000"
"W06000022","Newport","W01001639","Newport 004A","277500"
"W06000022","Newport","W01001640","Newport 004B","340000"
"W06000022","Newport","W01001644","Newport 013C","115000"
"W06000022","Newport","W01001643","Newport 013B","134950"
"W06000022","Newport","W01001645","Newport 015D","136000"
"W06000022","Newport","W01001648","Newport 015G","129975"
"W06000022","Newport","W01001646","Newport 015E","159950"
"W06000022","Newport","W01001642","Newport 013A","98975"
"W06000022","Newport","W01001647","Newport 015F","124250"
"W06000022","Newport","W01001649","Newport 004D","215000"
"W06000022","Newport","W01001650","Newport 004E","130000"
"W06000022","Newport","W01001653","Newport 002C","156000"
"W06000022","Newport","W01001652","Newport 002B","120000"
"W06000022","Newport","W01001655","Newport 002E","154750"
"W06000022","Newport","W01001654","Newport 002D","134000"
"W06000022","Newport","W01001651","Newport 002A","173000"
"W06000022","Newport","W01001657","Newport 020C","266000"
"W06000022","Newport","W01001658","Newport 020D","310000"
"W06000022","Newport","W01001912","Newport 020E","172500"
"W06000022","Newport","W01001660","Newport 018B","235995"
"W06000022","Newport","W01001659","Newport 018A","77000"
"W06000022","Newport","W01001661","Newport 018C","95750"
"W06000022","Newport","W01001662","Newport 018D","166000"
"W06000022","Newport","W01001667","Newport 010C",":"
"W06000022","Newport","W01001666","Newport 010B","106250"
"W06000022","Newport","W01001668","Newport 010D","107000"
"W06000022","Newport","W01001663","Newport 008C","170000"
"W06000022","Newport","W01001664","Newport 010A","102000"
"W06000022","Newport","W01001665","Newport 008D","175000"
"W06000022","Newport","W01001669","Newport 009A","247475"
"W06000022","Newport","W01001671","Newport 016D","209995"
"W06000022","Newport","W01001672","Newport 009C","253000"
"W06000022","Newport","W01001673","Newport 009D","240000"
"W06000022","Newport","W01001674","Newport 009E","175684.5"
"W06000022","Newport","W01001670","Newport 009B","226250"
"W06000022","Newport","W01001675","Newport 007A","131000"
"W06000022","Newport","W01001677","Newport 007C","128000"
"W06000022","Newport","W01001680","Newport 007E","138500"
"W06000022","Newport","W01001679","Newport 007D","170500"
"W06000022","Newport","W01001676","Newport 007B","105000"
"W06000022","Newport","W01001678","Newport 005D","140000"
"W06000022","Newport","W01001681","Newport 006B","104995"
"W06000022","Newport","W01001682","Newport 006C","117500"
"W06000022","Newport","W01001683","Newport 006D","128500"
"W06000022","Newport","W01001684","Newport 006E","116500"
"W06000022","Newport","W01001687","Newport 014D","87000"
"W06000022","Newport","W01001685","Newport 014B","115500"
"W06000022","Newport","W01001686","Newport 014C","188500"
"W06000022","Newport","W01001688","Newport 019C","172250"
"W06000022","Newport","W01001689","Newport 019D",":"
"W06000022","Newport","W01001692","Newport 011E","95000"
"W06000022","Newport","W01001690","Newport 013D","110000"
"W06000022","Newport","W01001691","Newport 011D","130000"
"W06000022","Newport","W01001693","Newport 013E","134000"
"W06000022","Newport","W01001913","Newport 020F","177500"
