"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"E06000021","Stoke-on-Trent","E01014217","Stoke-on-Trent 012E","85500"
"E06000021","Stoke-on-Trent","E01014211","Stoke-on-Trent 012B","85000"
"E06000021","Stoke-on-Trent","E01014210","Stoke-on-Trent 012A","89950"
"E06000021","Stoke-on-Trent","E01014213","Stoke-on-Trent 012D","85000"
"E06000021","Stoke-on-Trent","E01014216","Stoke-on-Trent 007C","145000"
"E06000021","Stoke-on-Trent","E01014214","Stoke-on-Trent 007A","230000"
"E06000021","Stoke-on-Trent","E01014215","Stoke-on-Trent 007B","122500"
"E06000021","Stoke-on-Trent","E01014212","Stoke-on-Trent 012C","166247.5"
"E06000021","Stoke-on-Trent","E01014222","Stoke-on-Trent 017C","81000"
"E06000021","Stoke-on-Trent","E01014224","Stoke-on-Trent 017E",":"
"E06000021","Stoke-on-Trent","E01014225","Stoke-on-Trent 014C","141000"
"E06000021","Stoke-on-Trent","E01014218","Stoke-on-Trent 014A","85000"
"E06000021","Stoke-on-Trent","E01014221","Stoke-on-Trent 017B","79450"
"E06000021","Stoke-on-Trent","E01014220","Stoke-on-Trent 017A","83000"
"E06000021","Stoke-on-Trent","E01014223","Stoke-on-Trent 017D","85000"
"E06000021","Stoke-on-Trent","E01014219","Stoke-on-Trent 014B","130000"
"E06000021","Stoke-on-Trent","E01033216","Stoke-on-Trent 016G","124495"
"E06000021","Stoke-on-Trent","E01014231","Stoke-on-Trent 016B","142000"
"E06000021","Stoke-on-Trent","E01014230","Stoke-on-Trent 014F","88750"
"E06000021","Stoke-on-Trent","E01014226","Stoke-on-Trent 014D","97000"
"E06000021","Stoke-on-Trent","E01014229","Stoke-on-Trent 017F","102500"
"E06000021","Stoke-on-Trent","E01014228","Stoke-on-Trent 014E","124000"
"E06000021","Stoke-on-Trent","E01014234","Stoke-on-Trent 026B","96500"
"E06000021","Stoke-on-Trent","E01014235","Stoke-on-Trent 032A","115500"
"E06000021","Stoke-on-Trent","E01014237","Stoke-on-Trent 032C","88000"
"E06000021","Stoke-on-Trent","E01014238","Stoke-on-Trent 032D","88000"
"E06000021","Stoke-on-Trent","E01014239","Stoke-on-Trent 026C","125000"
"E06000021","Stoke-on-Trent","E01014240","Stoke-on-Trent 026D","128000"
"E06000021","Stoke-on-Trent","E01014236","Stoke-on-Trent 032B","235000"
"E06000021","Stoke-on-Trent","E01014233","Stoke-on-Trent 026A","133500"
"E06000021","Stoke-on-Trent","E01014248","Stoke-on-Trent 006F","70250"
"E06000021","Stoke-on-Trent","E01014246","Stoke-on-Trent 008A","71000"
"E06000021","Stoke-on-Trent","E01014241","Stoke-on-Trent 006A","80500"
"E06000021","Stoke-on-Trent","E01014242","Stoke-on-Trent 006B","80000"
"E06000021","Stoke-on-Trent","E01014244","Stoke-on-Trent 006D","76000"
"E06000021","Stoke-on-Trent","E01014245","Stoke-on-Trent 006E","84500"
"E06000021","Stoke-on-Trent","E01014247","Stoke-on-Trent 009A","63000"
"E06000021","Stoke-on-Trent","E01014243","Stoke-on-Trent 006C","142247.5"
"E06000021","Stoke-on-Trent","E01014249","Stoke-on-Trent 011A","53750"
"E06000021","Stoke-on-Trent","E01014253","Stoke-on-Trent 011B","115000"
"E06000021","Stoke-on-Trent","E01014255","Stoke-on-Trent 009E","94000"
"E06000021","Stoke-on-Trent","E01014256","Stoke-on-Trent 011D","62500"
"E06000021","Stoke-on-Trent","E01014254","Stoke-on-Trent 011C","50000"
"E06000021","Stoke-on-Trent","E01014250","Stoke-on-Trent 009B","69950"
"E06000021","Stoke-on-Trent","E01014252","Stoke-on-Trent 009D","80000"
"E06000021","Stoke-on-Trent","E01014251","Stoke-on-Trent 009C","55000"
"E06000021","Stoke-on-Trent","E01014263","Stoke-on-Trent 003C","92250"
"E06000021","Stoke-on-Trent","E01014262","Stoke-on-Trent 003B","105000"
"E06000021","Stoke-on-Trent","E01014264","Stoke-on-Trent 001E","168975"
"E06000021","Stoke-on-Trent","E01014257","Stoke-on-Trent 001A","130000"
"E06000021","Stoke-on-Trent","E01014258","Stoke-on-Trent 001B","173000"
"E06000021","Stoke-on-Trent","E01014259","Stoke-on-Trent 001C","117000"
"E06000021","Stoke-on-Trent","E01014260","Stoke-on-Trent 001D","85750"
"E06000021","Stoke-on-Trent","E01014261","Stoke-on-Trent 003A","97000"
"E06000021","Stoke-on-Trent","E01014269","Stoke-on-Trent 010A","89500"
"E06000021","Stoke-on-Trent","E01014270","Stoke-on-Trent 008D","127750"
"E06000021","Stoke-on-Trent","E01014265","Stoke-on-Trent 007D","140000"
"E06000021","Stoke-on-Trent","E01014268","Stoke-on-Trent 008C","139500"
"E06000021","Stoke-on-Trent","E01014271","Stoke-on-Trent 008E","108000"
"E06000021","Stoke-on-Trent","E01014272","Stoke-on-Trent 007F","138615"
"E06000021","Stoke-on-Trent","E01014266","Stoke-on-Trent 008B","69250"
"E06000021","Stoke-on-Trent","E01014267","Stoke-on-Trent 007E","116975"
"E06000021","Stoke-on-Trent","E01014273","Stoke-on-Trent 021A","58500"
"E06000021","Stoke-on-Trent","E01014279","Stoke-on-Trent 020E","76125"
"E06000021","Stoke-on-Trent","E01014280","Stoke-on-Trent 021C","112250"
"E06000021","Stoke-on-Trent","E01014274","Stoke-on-Trent 020A","70500"
"E06000021","Stoke-on-Trent","E01014276","Stoke-on-Trent 020C","67500"
"E06000021","Stoke-on-Trent","E01014278","Stoke-on-Trent 021B","92000"
"E06000021","Stoke-on-Trent","E01014277","Stoke-on-Trent 020D","78750"
"E06000021","Stoke-on-Trent","E01014275","Stoke-on-Trent 020B","81000"
"E06000021","Stoke-on-Trent","E01014286","Stoke-on-Trent 015C","68000"
"E06000021","Stoke-on-Trent","E01014281","Stoke-on-Trent 015A","58000"
"E06000021","Stoke-on-Trent","E01014284","Stoke-on-Trent 016F","84000"
"E06000021","Stoke-on-Trent","E01014283","Stoke-on-Trent 016E","80000"
"E06000021","Stoke-on-Trent","E01014282","Stoke-on-Trent 016D","109000"
"E06000021","Stoke-on-Trent","E01014285","Stoke-on-Trent 015B","93500"
"E06000021","Stoke-on-Trent","E01014287","Stoke-on-Trent 015D","85000"
"E06000021","Stoke-on-Trent","E01014294","Stoke-on-Trent 018F","101000"
"E06000021","Stoke-on-Trent","E01014290","Stoke-on-Trent 018C","125000"
"E06000021","Stoke-on-Trent","E01014288","Stoke-on-Trent 018A","92500"
"E06000021","Stoke-on-Trent","E01014292","Stoke-on-Trent 018E","110000"
"E06000021","Stoke-on-Trent","E01014295","Stoke-on-Trent 019B","150000"
"E06000021","Stoke-on-Trent","E01014291","Stoke-on-Trent 018D","162500"
"E06000021","Stoke-on-Trent","E01014289","Stoke-on-Trent 018B","112500"
"E06000021","Stoke-on-Trent","E01014293","Stoke-on-Trent 019A","100000"
"E06000021","Stoke-on-Trent","E01014301","Stoke-on-Trent 025B","148500"
"E06000021","Stoke-on-Trent","E01014300","Stoke-on-Trent 022C","70500"
"E06000021","Stoke-on-Trent","E01014299","Stoke-on-Trent 025A","118000"
"E06000021","Stoke-on-Trent","E01014303","Stoke-on-Trent 025C","122250"
"E06000021","Stoke-on-Trent","E01014302","Stoke-on-Trent 022D","89000"
"E06000021","Stoke-on-Trent","E01014304","Stoke-on-Trent 025D","118000"
"E06000021","Stoke-on-Trent","E01014297","Stoke-on-Trent 021D","125497.5"
