"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"W06000014","The Vale of Glamorgan","W01001061","The Vale of Glamorgan 015C","184995"
"W06000014","The Vale of Glamorgan","W01001059","The Vale of Glamorgan 015A","235000"
"W06000014","The Vale of Glamorgan","W01001062","The Vale of Glamorgan 013A","107000"
"W06000014","The Vale of Glamorgan","W01001060","The Vale of Glamorgan 015B","224950"
"W06000014","The Vale of Glamorgan","W01001066","The Vale of Glamorgan 015D","149950"
"W06000014","The Vale of Glamorgan","W01001065","The Vale of Glamorgan 012B","148500"
"W06000014","The Vale of Glamorgan","W01001064","The Vale of Glamorgan 013B","127000"
"W06000014","The Vale of Glamorgan","W01001063","The Vale of Glamorgan 012A","140497.5"
"W06000014","The Vale of Glamorgan","W01001067","The Vale of Glamorgan 009A","145000"
"W06000014","The Vale of Glamorgan","W01001071","The Vale of Glamorgan 009D","126000"
"W06000014","The Vale of Glamorgan","W01001069","The Vale of Glamorgan 012C","114000"
"W06000014","The Vale of Glamorgan","W01001070","The Vale of Glamorgan 009C","93250"
"W06000014","The Vale of Glamorgan","W01001072","The Vale of Glamorgan 009E","250000"
"W06000014","The Vale of Glamorgan","W01001068","The Vale of Glamorgan 009B","146000"
"W06000014","The Vale of Glamorgan","W01001073","The Vale of Glamorgan 015E","114562.5"
"W06000014","The Vale of Glamorgan","W01001910","The Vale of Glamorgan 012G","120995"
"W06000014","The Vale of Glamorgan","W01001911","The Vale of Glamorgan 012H","125000"
"W06000014","The Vale of Glamorgan","W01001077","The Vale of Glamorgan 004C","215000"
"W06000014","The Vale of Glamorgan","W01001078","The Vale of Glamorgan 004D","330000"
"W06000014","The Vale of Glamorgan","W01001075","The Vale of Glamorgan 004A","310000"
"W06000014","The Vale of Glamorgan","W01001076","The Vale of Glamorgan 004B","188000"
"W06000014","The Vale of Glamorgan","W01001081","The Vale of Glamorgan 007A","123995"
"W06000014","The Vale of Glamorgan","W01001080","The Vale of Glamorgan 012F","122000"
"W06000014","The Vale of Glamorgan","W01001079","The Vale of Glamorgan 012E","116000"
"W06000014","The Vale of Glamorgan","W01001084","The Vale of Glamorgan 002C","345000"
"W06000014","The Vale of Glamorgan","W01001083","The Vale of Glamorgan 002B","398750"
"W06000014","The Vale of Glamorgan","W01001082","The Vale of Glamorgan 002A","309250"
"W06000014","The Vale of Glamorgan","W01001085","The Vale of Glamorgan 002D","372750"
"W06000014","The Vale of Glamorgan","W01001089","The Vale of Glamorgan 006D","230000"
"W06000014","The Vale of Glamorgan","W01001090","The Vale of Glamorgan 006E","219250"
"W06000014","The Vale of Glamorgan","W01001088","The Vale of Glamorgan 006C","199950"
"W06000014","The Vale of Glamorgan","W01001087","The Vale of Glamorgan 006B","275000"
"W06000014","The Vale of Glamorgan","W01001086","The Vale of Glamorgan 006A","530000"
"W06000014","The Vale of Glamorgan","W01001091","The Vale of Glamorgan 010A","189950"
"W06000014","The Vale of Glamorgan","W01001092","The Vale of Glamorgan 007B","166000"
"W06000014","The Vale of Glamorgan","W01001093","The Vale of Glamorgan 013C","160000"
"W06000014","The Vale of Glamorgan","W01001096","The Vale of Glamorgan 007E","134500"
"W06000014","The Vale of Glamorgan","W01001097","The Vale of Glamorgan 007F","135000"
"W06000014","The Vale of Glamorgan","W01001094","The Vale of Glamorgan 007C","102000"
"W06000014","The Vale of Glamorgan","W01001095","The Vale of Glamorgan 007D","125500"
"W06000014","The Vale of Glamorgan","W01001100","The Vale of Glamorgan 010C","286000"
"W06000014","The Vale of Glamorgan","W01001099","The Vale of Glamorgan 013D","185000"
"W06000014","The Vale of Glamorgan","W01001098","The Vale of Glamorgan 010B","260000"
"W06000014","The Vale of Glamorgan","W01001101","The Vale of Glamorgan 013E","135000"
"W06000014","The Vale of Glamorgan","W01001102","The Vale of Glamorgan 013F","140000"
"W06000014","The Vale of Glamorgan","W01001103","The Vale of Glamorgan 010D","169000"
"W06000014","The Vale of Glamorgan","W01001104","The Vale of Glamorgan 004E","237500"
"W06000014","The Vale of Glamorgan","W01001105","The Vale of Glamorgan 001A","379995"
"W06000014","The Vale of Glamorgan","W01001108","The Vale of Glamorgan 014A","160000"
"W06000014","The Vale of Glamorgan","W01001107","The Vale of Glamorgan 011B","220000"
"W06000014","The Vale of Glamorgan","W01001106","The Vale of Glamorgan 011A","235500"
"W06000014","The Vale of Glamorgan","W01001111","The Vale of Glamorgan 011E","153500"
"W06000014","The Vale of Glamorgan","W01001109","The Vale of Glamorgan 011C","199000"
"W06000014","The Vale of Glamorgan","W01001112","The Vale of Glamorgan 011F","188750"
"W06000014","The Vale of Glamorgan","W01001110","The Vale of Glamorgan 011D","252000"
"W06000014","The Vale of Glamorgan","W01001113","The Vale of Glamorgan 003A","355000"
"W06000014","The Vale of Glamorgan","W01001115","The Vale of Glamorgan 008B","335000"
"W06000014","The Vale of Glamorgan","W01001116","The Vale of Glamorgan 005A","330000"
"W06000014","The Vale of Glamorgan","W01001114","The Vale of Glamorgan 008A","565000"
"W06000014","The Vale of Glamorgan","W01001119","The Vale of Glamorgan 003B","286245"
