"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"E07000070","Chelmsford","E01021535","Chelmsford 016B","510000"
"E07000070","Chelmsford","E01033143","Chelmsford 018E","703830"
"E07000070","Chelmsford","E01021533","Chelmsford 016A","420000"
"E07000070","Chelmsford","E01021536","Chelmsford 005A","290000"
"E07000070","Chelmsford","E01021537","Chelmsford 005B","345000"
"E07000070","Chelmsford","E01021538","Chelmsford 001A","345000"
"E07000070","Chelmsford","E01021542","Chelmsford 002A","334000"
"E07000070","Chelmsford","E01021543","Chelmsford 002B","333750"
"E07000070","Chelmsford","E01021541","Chelmsford 001D","552495"
"E07000070","Chelmsford","E01021540","Chelmsford 001C","475000"
"E07000070","Chelmsford","E01021539","Chelmsford 001B","500000"
"E07000070","Chelmsford","E01021545","Chelmsford 008B","300000"
"E07000070","Chelmsford","E01021544","Chelmsford 008A","300000"
"E07000070","Chelmsford","E01021548","Chelmsford 013A","353750"
"E07000070","Chelmsford","E01021547","Chelmsford 008D","210500"
"E07000070","Chelmsford","E01021546","Chelmsford 008C","338500"
"E07000070","Chelmsford","E01033142","Chelmsford 005E","429250"
"E07000070","Chelmsford","E01021550","Chelmsford 003A","674995"
"E07000070","Chelmsford","E01021551","Chelmsford 011A","425000"
"E07000070","Chelmsford","E01021553","Chelmsford 017B","382500"
"E07000070","Chelmsford","E01021552","Chelmsford 017A","441490.5"
"E07000070","Chelmsford","E01021554","Chelmsford 017C","285000"
"E07000070","Chelmsford","E01021555","Chelmsford 017D","350000"
"E07000070","Chelmsford","E01021559","Chelmsford 017E","369500"
"E07000070","Chelmsford","E01021556","Chelmsford 012A","417000"
"E07000070","Chelmsford","E01021557","Chelmsford 015A","300000"
"E07000070","Chelmsford","E01021558","Chelmsford 015B","283750"
"E07000070","Chelmsford","E01021562","Chelmsford 014A","375000"
"E07000070","Chelmsford","E01021561","Chelmsford 013C","365000"
"E07000070","Chelmsford","E01021563","Chelmsford 014B","300000"
"E07000070","Chelmsford","E01021564","Chelmsford 013D","412500"
"E07000070","Chelmsford","E01021560","Chelmsford 013B","263750"
"E07000070","Chelmsford","E01021566","Chelmsford 014D","343000"
"E07000070","Chelmsford","E01033145","Chelmsford 014G","355000"
"E07000070","Chelmsford","E01021565","Chelmsford 014C","300000"
"E07000070","Chelmsford","E01033137","Chelmsford 014F","329500"
"E07000070","Chelmsford","E01021569","Chelmsford 016C","527500"
"E07000070","Chelmsford","E01021570","Chelmsford 016D","643750"
"E07000070","Chelmsford","E01021572","Chelmsford 016E","367500"
"E07000070","Chelmsford","E01021568","Chelmsford 005D","850000"
"E07000070","Chelmsford","E01021571","Chelmsford 013E","577500"
"E07000070","Chelmsford","E01021573","Chelmsford 009A","358000"
"E07000070","Chelmsford","E01021576","Chelmsford 006A","285000"
"E07000070","Chelmsford","E01021575","Chelmsford 009B","316000"
"E07000070","Chelmsford","E01021574","Chelmsford 010A","250000"
"E07000070","Chelmsford","E01021577","Chelmsford 012B","362000"
"E07000070","Chelmsford","E01021578","Chelmsford 010B","250000"
"E07000070","Chelmsford","E01021580","Chelmsford 012D","452500"
"E07000070","Chelmsford","E01021579","Chelmsford 012C","373500"
"E07000070","Chelmsford","E01021582","Chelmsford 010D","274500"
"E07000070","Chelmsford","E01033141","Chelmsford 010G","242000"
"E07000070","Chelmsford","E01033140","Chelmsford 010F","289725"
"E07000070","Chelmsford","E01021583","Chelmsford 015C","301000"
"E07000070","Chelmsford","E01021584","Chelmsford 012E","485000"
"E07000070","Chelmsford","E01021585","Chelmsford 015D","280000"
"E07000070","Chelmsford","E01021586","Chelmsford 015E","295000"
"E07000070","Chelmsford","E01021592","Chelmsford 006D","280750"
"E07000070","Chelmsford","E01021590","Chelmsford 002D","385000"
"E07000070","Chelmsford","E01021588","Chelmsford 006B","300000"
"E07000070","Chelmsford","E01021587","Chelmsford 002C","390000"
"E07000070","Chelmsford","E01021589","Chelmsford 006C","395000"
"E07000070","Chelmsford","E01021591","Chelmsford 002E","441500"
"E07000070","Chelmsford","E01021594","Chelmsford 021B","550000"
"E07000070","Chelmsford","E01021593","Chelmsford 021A","317500"
"E07000070","Chelmsford","E01021595","Chelmsford 021C","395000"
"E07000070","Chelmsford","E01021598","Chelmsford 003C","340000"
"E07000070","Chelmsford","E01021600","Chelmsford 003D","462500"
"E07000070","Chelmsford","E01021601","Chelmsford 003E","265000"
"E07000070","Chelmsford","E01021597","Chelmsford 003B","281750"
"E07000070","Chelmsford","E01021596","Chelmsford 006E","282500"
"E07000070","Chelmsford","E01021599","Chelmsford 009C","370000"
"E07000070","Chelmsford","E01021602","Chelmsford 018B","717500"
"E07000070","Chelmsford","E01021604","Chelmsford 018D","510000"
"E07000070","Chelmsford","E01021605","Chelmsford 020A","360000"
"E07000070","Chelmsford","E01021609","Chelmsford 020E","335000"
"E07000070","Chelmsford","E01021610","Chelmsford 020F","262500"
"E07000070","Chelmsford","E01021607","Chelmsford 020C","297500"
"E07000070","Chelmsford","E01021606","Chelmsford 020B","456500"
"E07000070","Chelmsford","E01021608","Chelmsford 020D","195000"
"E07000070","Chelmsford","E01021613","Chelmsford 019C","187500"
"E07000070","Chelmsford","E01021615","Chelmsford 019E","345000"
"E07000070","Chelmsford","E01021611","Chelmsford 019A","327500"
"E07000070","Chelmsford","E01021612","Chelmsford 019B","325000"
"E07000070","Chelmsford","E01021614","Chelmsford 019D","370000"
"E07000070","Chelmsford","E01021618","Chelmsford 007A","305000"
"E07000070","Chelmsford","E01021617","Chelmsford 004B","340000"
"E07000070","Chelmsford","E01021620","Chelmsford 004D","171000"
"E07000070","Chelmsford","E01021619","Chelmsford 004C","293000"
"E07000070","Chelmsford","E01021621","Chelmsford 007B","280750"
"E07000070","Chelmsford","E01021616","Chelmsford 004A","470000"
"E07000070","Chelmsford","E01021623","Chelmsford 004E","325000"
"E07000070","Chelmsford","E01021622","Chelmsford 007C","361000"
"E07000070","Chelmsford","E01021625","Chelmsford 007D","353000"
"E07000070","Chelmsford","E01021624","Chelmsford 004F","392000"
"E07000070","Chelmsford","E01021628","Chelmsford 008E","311000"
"E07000070","Chelmsford","E01021627","Chelmsford 010E","315000"
"E07000070","Chelmsford","E01021629","Chelmsford 008F","325000"
"E07000070","Chelmsford","E01021626","Chelmsford 007E","485000"
"E07000070","Chelmsford","E01033138","Chelmsford 009F","362000"
"E07000070","Chelmsford","E01021631","Chelmsford 009E","275000"
"E07000070","Chelmsford","E01033139","Chelmsford 009G","201500"
"E07000070","Chelmsford","E01021632","Chelmsford 011B","390000"
"E07000070","Chelmsford","E01021633","Chelmsford 011C","370000"
"E07000070","Chelmsford","E01021635","Chelmsford 011E","391000"
"E07000070","Chelmsford","E01021634","Chelmsford 011D","368500"
"E07000070","Chelmsford","E01021636","Chelmsford 011F","408300"
"E07000070","Chelmsford","E01033144","Chelmsford 005F","517500"
