"LA_code","LA_name","LSOA_code","LSOA_name","y1"
"W06000019","Blaenau Gwent","W01001437","Blaenau Gwent 008C","89472.5"
"W06000019","Blaenau Gwent","W01001436","Blaenau Gwent 008B","62000"
"W06000019","Blaenau Gwent","W01001435","Blaenau Gwent 008A","55000"
"W06000019","Blaenau Gwent","W01001438","Blaenau Gwent 004A","110000"
"W06000019","Blaenau Gwent","W01001439","Blaenau Gwent 004B","147500"
"W06000019","Blaenau Gwent","W01001442","Blaenau Gwent 001C","110000"
"W06000019","Blaenau Gwent","W01001441","Blaenau Gwent 001B","64000"
"W06000019","Blaenau Gwent","W01001440","Blaenau Gwent 001A","131000"
"W06000019","Blaenau Gwent","W01001444","Blaenau Gwent 005B","115000"
"W06000019","Blaenau Gwent","W01001443","Blaenau Gwent 005A","90000"
"W06000019","Blaenau Gwent","W01001445","Blaenau Gwent 005C","74975"
"W06000019","Blaenau Gwent","W01001446","Blaenau Gwent 002A","86000"
"W06000019","Blaenau Gwent","W01001448","Blaenau Gwent 002C","68000"
"W06000019","Blaenau Gwent","W01001447","Blaenau Gwent 002B","87000"
"W06000019","Blaenau Gwent","W01001449","Blaenau Gwent 002D","82500"
"W06000019","Blaenau Gwent","W01001451","Blaenau Gwent 007B","56750"
"W06000019","Blaenau Gwent","W01001450","Blaenau Gwent 007A","99500"
"W06000019","Blaenau Gwent","W01001452","Blaenau Gwent 007C","76500"
"W06000019","Blaenau Gwent","W01001454","Blaenau Gwent 008E","86500"
"W06000019","Blaenau Gwent","W01001455","Blaenau Gwent 008F","66500"
"W06000019","Blaenau Gwent","W01001453","Blaenau Gwent 008D","78000"
"W06000019","Blaenau Gwent","W01001457","Blaenau Gwent 004D","60875"
"W06000019","Blaenau Gwent","W01001458","Blaenau Gwent 004E","92000"
"W06000019","Blaenau Gwent","W01001456","Blaenau Gwent 004C","68000"
"W06000019","Blaenau Gwent","W01001459","Blaenau Gwent 007D","58500"
"W06000019","Blaenau Gwent","W01001460","Blaenau Gwent 007E","90000"
"W06000019","Blaenau Gwent","W01001461","Blaenau Gwent 007F","62000"
"W06000019","Blaenau Gwent","W01001462","Blaenau Gwent 006A","156950"
"W06000019","Blaenau Gwent","W01001463","Blaenau Gwent 006B","82000"
"W06000019","Blaenau Gwent","W01001466","Blaenau Gwent 009C","55500"
"W06000019","Blaenau Gwent","W01001464","Blaenau Gwent 009A","90000"
"W06000019","Blaenau Gwent","W01001465","Blaenau Gwent 009B","65000"
"W06000019","Blaenau Gwent","W01001467","Blaenau Gwent 005D","132000"
"W06000019","Blaenau Gwent","W01001469","Blaenau Gwent 005F","180000"
"W06000019","Blaenau Gwent","W01001468","Blaenau Gwent 005E","74000"
"W06000019","Blaenau Gwent","W01001470","Blaenau Gwent 001D","130000"
"W06000019","Blaenau Gwent","W01001471","Blaenau Gwent 001E","95000"
"W06000019","Blaenau Gwent","W01001472","Blaenau Gwent 003A","132000"
"W06000019","Blaenau Gwent","W01001474","Blaenau Gwent 003C","157500"
"W06000019","Blaenau Gwent","W01001473","Blaenau Gwent 003B","64500"
"W06000019","Blaenau Gwent","W01001475","Blaenau Gwent 003D","97500"
"W06000019","Blaenau Gwent","W01001476","Blaenau Gwent 009D","59250"
"W06000019","Blaenau Gwent","W01001477","Blaenau Gwent 009E","61744"
"W06000019","Blaenau Gwent","W01001480","Blaenau Gwent 003E","81000"
"W06000019","Blaenau Gwent","W01001481","Blaenau Gwent 006E","116000"
"W06000019","Blaenau Gwent","W01001479","Blaenau Gwent 006D","83000"
"W06000019","Blaenau Gwent","W01001478","Blaenau Gwent 006C","84950"
